# tcksift /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_500k.tck /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/wm_fod.mif /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_sift_100k.tck -term_number 100000 -csv /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_iterations.csv -out_mu /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_mu.txt -nthreads 12 -force  (version=3.0.3)
#Iteration,Removed this iteration,Total removed,Remaining,Cost,TD,Mu,Recalculation,
1527,28,301304,198696,9799.0742083146833,9982257.931698136,0.028038801900622048,Non-linearity,
1528,12,301316,198684,9799.0085898698471,9981318.6465037391,0.028041440472981731,Non-linearity,
1529,38,301354,198646,9798.888309816346,9979532.3780205771,0.028046459700280364,Non-linearity,
1530,43,301397,198603,9798.7356900460145,9977096.9399540946,0.028053305921780989,Non-linearity,
1531,49,301446,198554,9798.5596352228695,9974502.5092022941,0.028060602762852108,Non-linearity,
1532,29,301475,198525,9798.4593922771746,9972988.5834773108,0.028064862435669906,Non-linearity,
1533,63,301538,198462,9798.2613061664288,9969788.302668862,0.028073871196730618,Non-linearity,
1534,8,301546,198454,9798.2147499223629,9968982.7553971335,0.028076139716087533,Non-linearity,
1535,8,301554,198446,9798.1953101383169,9968673.5659354255,0.028077010528685442,Non-linearity,
1536,63,301617,198383,9798.0227925642448,9965840.7029316947,0.028084991623984173,Non-linearity,
1537,28,301645,198355,9797.9172824227353,9964117.7499983832,0.028089847961485864,Non-linearity,
1538,14,301659,198341,9797.8565739410751,9963135.2810814902,0.028092617913084816,Non-linearity,
1539,37,301696,198304,9797.7615929998337,9961568.0249741599,0.028097037732021431,Non-linearity,
1540,36,301732,198268,9797.6686236847781,9959915.7079537436,0.028101698937500395,Non-linearity,
1541,39,301771,198229,9797.541258615729,9957709.476327233,0.028107925154192293,Non-linearity,
1542,21,301792,198208,9797.4651810829037,9956418.4395230338,0.028111569875040876,Non-linearity,
1543,44,301836,198164,9797.3265704219048,9953888.2115862891,0.028118715693632727,Non-linearity,
1544,18,301854,198146,9797.253543715653,9952549.2160208747,0.028122498727989224,Non-linearity,
1545,50,301904,198096,9797.1169840629809,9950251.094428353,0.028128993933079941,Non-linearity,
1546,52,301956,198044,9796.9591318137336,9947509.0896628425,0.028136747616410947,Non-linearity,
1547,1,301957,198043,9796.9559033906335,9947457.2500289008,0.02813689424671657,Non-linearity,
1548,8,301965,198035,9796.9305942762949,9946941.669601731,0.028138352668052171,Non-linearity,
1549,59,302024,197976,9796.7257750331519,9943287.0467408225,0.028148694828189515,Non-linearity,
1550,4,302028,197972,9796.7169151895869,9943142.1202843711,0.028149105110024556,Non-linearity,
1551,70,302098,197902,9796.5353937883865,9939903.4272082373,0.028158276860282175,Non-linearity,
1552,25,302123,197877,9796.4040888930649,9937580.3502867743,0.028164859332153246,Non-linearity,
1553,54,302177,197823,9796.2731202679024,9935229.9580929801,0.028171522335001982,Non-linearity,
1554,10,302187,197813,9796.2423490635338,9934495.8374283835,0.028173604101106444,Non-linearity,
1555,29,302216,197784,9796.1603079963115,9933041.7105591819,0.028177728516962073,Non-linearity,
1556,17,302233,197767,9796.1048213996201,9932054.2183392569,0.028180530081177688,Non-linearity,
1557,12,302245,197755,9796.0682693906456,9931396.033875756,0.028182397692438924,Non-linearity,
1558,15,302260,197740,9796.024009156994,9930594.4703810737,0.028184672478832655,Non-linearity,
1559,24,302284,197716,9795.9368449346712,9928968.3287098929,0.028189288494201933,Non-linearity,
1560,16,302300,197700,9795.8885401502575,9927929.3838770911,0.028192238466395427,Non-linearity,
1561,40,302340,197660,9795.7756484764086,9925892.2257578894,0.028198024550526106,Non-linearity,
1562,37,302377,197623,9795.6721690230443,9923926.9430964515,0.028203608740036339,Non-linearity,
1563,23,302400,197600,9795.595326724695,9922557.7713406608,0.028207500436652082,Non-linearity,
1564,47,302447,197553,9795.4836905774864,9920502.799128823,0.028213343449928367,Non-linearity,
1565,7,302454,197546,9795.4408921590421,9919728.433106713,0.028215545874589996,Non-linearity,
1566,20,302474,197526,9795.3885770420438,9918776.4482272193,0.028218253947826597,Non-linearity,
1567,45,302519,197481,9795.2781390725049,9916289.9732983634,0.02822532957602689,Non-linearity,
1568,8,302527,197473,9795.2503306080598,9915805.0234711692,0.028226709985249135,Non-linearity,
1569,54,302581,197419,9795.0740308162021,9912451.3132937476,0.028236260014960324,Non-linearity,
1570,27,302608,197392,9794.9751134549788,9910672.793562226,0.028241327152845615,Non-linearity,
1571,41,302649,197351,9794.8442270930573,9908355.6224959418,0.028247931678222506,Non-linearity,
1572,48,302697,197303,9794.6756240070899,9905448.2569163367,0.028256222778445958,Non-linearity,
1573,36,302733,197267,9794.5637414233133,9903474.8647454306,0.028261853186920951,Non-linearity,
1574,56,302789,197211,9794.3623183306936,9899964.9219506308,0.028271873170703034,Non-linearity,
1575,23,302812,197188,9794.2918878322962,9898784.1042483374,0.028275245698880777,Non-linearity,
1576,30,302842,197158,9794.2130188692663,9897096.5600770041,0.02828006688313239,Non-linearity,
1577,45,302887,197113,9794.1184882459384,9895304.7887547538,0.028285187636248568,Non-linearity,
1578,34,302921,197079,9794.0494120710046,9893649.067746453,0.028289921216252505,Non-linearity,
1579,35,302956,197044,9793.9630246281122,9892017.0362227485,0.028294588620590668,Non-linearity,
1580,34,302990,197010,9793.8398767416002,9889783.9450057074,0.028300977475765845,Non-linearity,
1581,36,303026,196974,9793.7136327774206,9887493.2866709754,0.028307534028377952,Non-linearity,
1582,54,303080,196920,9793.554733983101,9884388.7976000831,0.0283164248593453,Non-linearity,
1583,25,303105,196895,9793.4865453665952,9882849.6019852683,0.028320834975731367,Non-linearity,
1584,40,303145,196855,9793.3598406527672,9880434.332501702,0.028327757996133515,Non-linearity,
1585,55,303200,196800,9793.2156360917324,9877474.9688294455,0.02833624519941115,Non-linearity,
1586,2,303202,196798,9793.2083150189064,9877344.1695969626,0.028336620437841634,Non-linearity,
1587,77,303279,196721,9793.0220152172806,9873379.9095328376,0.02834799787229501,Non-linearity,
1588,31,303310,196690,9792.9155222833724,9871359.2842371985,0.028353800586990337,Non-linearity,
1589,43,303353,196647,9792.8111508952152,9869253.0445025489,0.028359851693508263,Non-linearity,
1590,39,303392,196608,9792.6791276286076,9866644.7629111335,0.028367348718169118,Non-linearity,
1591,18,303410,196590,9792.6152789014395,9865406.6113646552,0.028370908944125181,Non-linearity,
1592,15,303425,196575,9792.5595372618736,9864339.9456732795,0.028373976790060186,Non-linearity,
1593,32,303457,196543,9792.4669850671762,9862567.8042977378,0.028379075127456296,Non-linearity,
1594,19,303476,196524,9792.4099719923452,9861417.0265124366,0.028382386822838033,Non-linearity,
1595,14,303490,196510,9792.3686138594312,9860538.1867030188,0.028384916458741662,Non-linearity,
1596,44,303534,196466,9792.2647886575251,9858498.015761666,0.028390790586995202,Non-linearity,
1597,28,303562,196438,9792.2077516999725,9857316.1868556067,0.028394194460457874,Non-linearity,
1598,17,303579,196421,9792.1709419555136,9856529.1061766669,0.028396461842983015,Non-linearity,
1599,51,303630,196370,9792.0668024277584,9854144.3560231254,0.028403333922820032,Non-linearity,
1600,25,303655,196345,9791.9936680597439,9852540.4884655997,0.02840795762224636,Non-linearity,
1601,19,303674,196326,9791.9513795423463,9851585.6961253211,0.028410710854180517,Non-linearity,
1602,23,303697,196303,9791.9047441554121,9850500.0481837317,0.02841384206879978,Non-linearity,
1603,39,303736,196264,9791.7847728651122,9847726.7010500953,0.028421844062544055,Non-linearity,
1604,8,303744,196256,9791.7675633820581,9847347.8528407142,0.028422937510738565,Non-linearity,
1605,47,303791,196209,9791.6645771717594,9845041.4841292426,0.028429596068132005,Non-linearity,
1606,7,303798,196202,9791.6376411928468,9844418.2112868354,0.028431396011487677,Non-linearity,
1607,12,303810,196190,9791.6097816121219,9843782.8864605948,0.02843323099423152,Non-linearity,
1608,5,303815,196185,9791.5905077955849,9843336.1867268607,0.02843452132064864,Non-linearity,
1609,51,303866,196134,9791.5196258222404,9841217.3037455603,0.028440643472151667,Non-linearity,
1610,17,303883,196117,9791.4731576907016,9840060.4239304587,0.028443987192102959,Non-linearity,
1611,13,303896,196104,9791.445882159067,9839102.2946751639,0.028446757060272818,Non-linearity,
1612,44,303940,196060,9791.3398779779491,9836271.8785698935,0.028454942698116107,Non-linearity,
1613,23,303963,196037,9791.2731637861234,9834697.1184676215,0.028459498985710291,Non-linearity,
1614,57,304020,195980,9791.1491890435664,9831584.4760621116,0.028468509155291619,Non-linearity,
1615,55,304075,195925,9791.0551180088532,9829311.8299620673,0.028475091390897232,Non-linearity,
1616,49,304124,195876,9790.9692605835735,9827203.1135943457,0.02848120156187816,Non-linearity,
1617,17,304141,195859,9790.9254083660326,9826090.7698472068,0.02848442572163919,Non-linearity,
1618,30,304171,195829,9790.8623378578031,9824520.5700858161,0.028488978232690736,Non-linearity,
1619,33,304204,195796,9790.7881800880168,9822623.3741019294,0.028494480752030996,Non-linearity,
1620,25,304229,195771,9790.7590838876113,9821180.6598141715,0.02849866654149228,Non-linearity,
1621,44,304273,195727,9790.6907078441654,9819259.7170556113,0.028504241738472394,Non-linearity,
1622,19,304292,195708,9790.6472948145311,9818134.8870699927,0.028507507371527303,Non-linearity,
1623,14,304306,195694,9790.6103772643546,9817166.7137234733,0.028510318794580172,Non-linearity,
1624,28,304334,195666,9790.5447983942395,9815375.6007493064,0.02851552136694905,Non-linearity,
1625,16,304350,195650,9790.5113147181582,9814476.9845736548,0.028518132255822469,Non-linearity,
1626,33,304383,195617,9790.4383939279651,9812523.682945542,0.028523809135284461,Non-linearity,
1627,6,304389,195611,9790.4245874395638,9812160.0792124793,0.028524866126140608,Non-linearity,
1628,13,304402,195598,9790.3984791371804,9811466.7685368583,0.028526881787475703,Non-linearity,
1629,29,304431,195569,9790.3493095206013,9809941.3002703711,0.028531317782715289,Non-linearity,
1630,16,304447,195553,9790.3104763822666,9808789.4365809485,0.02853466826639911,Non-linearity,
1631,44,304491,195509,9790.2287891980668,9806594.3227189109,0.028541055483387898,Non-linearity,
1632,23,304514,195486,9790.1751713174963,9805066.9306376502,0.028545501488952626,Non-linearity,
1633,17,304531,195469,9790.1398143303286,9803912.163200669,0.028548863760568591,Non-linearity,
1634,30,304561,195439,9790.0750801266258,9802236.4715645835,0.028553744186822549,Non-linearity,
1635,28,304589,195411,9790.0257011394442,9800749.514804177,0.028558076323144305,Non-linearity,
1636,6,304595,195405,9790.0195961445224,9800123.3543255851,0.028559900987803272,Non-linearity,
1637,41,304636,195364,9789.9428547906937,9798239.2800553367,0.028565392686166008,Non-linearity,
1638,67,304703,195297,9789.8160940731777,9794413.4446633384,0.028576550729569272,Non-linearity,
1639,44,304747,195253,9789.714828849199,9791857.4584019706,0.028584010118288147,Non-linearity,
1640,19,304766,195234,9789.6860248146459,9790504.7998831794,0.028587959292061923,Non-linearity,
1641,41,304807,195193,9789.6250416091589,9788697.6326783225,0.028593237136411095,Non-linearity,
1642,29,304836,195164,9789.5576567019525,9786893.2990763709,0.028598508649748087,Non-linearity,
1643,30,304866,195134,9789.509869706706,9785318.0895226523,0.028603112347209431,Non-linearity,
1644,31,304897,195103,9789.4520303309619,9783748.2978508994,0.028607701685179086,Non-linearity,
1645,27,304924,195076,9789.3949134465547,9782173.9859126136,0.028612305717611423,Non-linearity,
1646,15,304939,195061,9789.366277787487,9781211.6536105201,0.028615120762107395,Non-linearity,
1647,68,305007,194993,9789.2294343931208,9777499.1501534507,0.028625985885501665,Non-linearity,
1648,55,305062,194938,9789.1076437203301,9773943.9290440604,0.028636398438513639,Non-linearity,
1649,18,305080,194920,9789.0636570838433,9772754.3922818229,0.028639884052426907,Non-linearity,
1650,22,305102,194898,9789.024076373611,9771726.0165360495,0.028642898111772352,Non-linearity,
1651,34,305136,194864,9788.9645635041652,9770103.6147807166,0.028647654487958994,Non-linearity,
1652,23,305159,194841,9788.9273352508008,9768937.4746287391,0.028651074223241889,Non-linearity,
1653,19,305178,194822,9788.8780443807227,9767588.5473053977,0.028655031005069425,Non-linearity,
1654,5,305183,194817,9788.8571550367724,9767028.8394997641,0.028656673105731535,Non-linearity,
1655,17,305200,194800,9788.8177152994267,9765998.2652733847,0.02865969715180592,Non-linearity,
1656,16,305216,194784,9788.7881599261364,9765104.3227313086,0.028662320792238249,Non-linearity,
1657,56,305272,194728,9788.6810638012648,9762088.9434645697,0.028671174201416762,Non-linearity,
1658,17,305289,194711,9788.6480471138821,9761044.604896836,0.028674241743284742,Non-linearity,
1659,46,305335,194665,9788.5602825828228,9758411.2791731879,0.028681979541603394,Non-linearity,
1660,2,305337,194663,9788.5535925511685,9758248.299421601,0.028682458580643732,Non-linearity,
1661,13,305350,194650,9788.5120230553512,9757183.1606991813,0.028685589688954939,Non-linearity,
1662,30,305380,194620,9788.4600050463741,9755449.0354798362,0.02869068882937692,Non-linearity,
1663,53,305433,194567,9788.3625753017277,9752732.4126780555,0.028698680618362268,Non-linearity,
1664,26,305459,194541,9788.3066021035902,9751289.0090926215,0.028702928649413664,Non-linearity,
1665,36,305495,194505,9788.2210642094942,9748956.7553065345,0.028709795283012991,Non-linearity,
1666,16,305511,194489,9788.1724145089302,9747735.0104983374,0.028713393661845988,Non-linearity,
1667,10,305521,194479,9788.1484087538902,9747130.1379521415,0.028715175513866875,Non-linearity,
1668,21,305542,194458,9788.1050717482012,9746033.0315850303,0.028718407967705979,Non-linearity,
1669,40,305582,194418,9788.0238773872807,9743935.2042515799,0.028724590917401864,Non-linearity,
1670,37,305619,194381,9787.9493377940144,9741713.7960866019,0.02873114100110738,Non-linearity,
1671,43,305662,194338,9787.8558514464476,9739310.1095889136,0.028738231919756694,Non-linearity,
1672,19,305681,194319,9787.8164127727505,9738318.7169917151,0.028741157565467194,Non-linearity,
1673,17,305698,194302,9787.7931418820444,9737603.9064353034,0.02874326737431018,Non-linearity,
1674,43,305741,194259,9787.7019949325368,9735162.5077498481,0.028750475654102884,Non-linearity,
1675,13,305754,194246,9787.6786492129104,9734561.8549092337,0.028752249648159117,Non-linearity,
1676,43,305797,194203,9787.6252861614612,9732602.6116955802,0.028758037683718356,Non-linearity,
1677,34,305831,194169,9787.5884446173641,9731075.4750483558,0.028762550797747907,Non-linearity,
1678,17,305848,194152,9787.5555344515633,9729902.0720036551,0.02876601949295467,Non-linearity,
1679,16,305864,194136,9787.5351167581139,9729290.2491038367,0.028767828433690513,Non-linearity,
1680,21,305885,194115,9787.504658042988,9728354.498142533,0.028770595553568451,Non-linearity,
1681,75,305960,194040,9787.4071194292537,9724695.6992400214,0.028781420141472443,Non-linearity,
1682,43,306003,193997,9787.3423331318645,9722371.3592989966,0.028788300952945486,Non-linearity,
1683,27,306030,193970,9787.3093277761818,9720859.1670678183,0.028792779306587038,Non-linearity,
1684,65,306095,193905,9787.2443854738358,9717938.9662573859,0.028801431418702339,Non-linearity,
1685,19,306114,193886,9787.2228108139225,9716990.4548323676,0.028804242833088769,Non-linearity,
1686,20,306134,193866,9787.1950728214779,9715744.9761269614,0.028807935300435544,Non-linearity,
1687,39,306173,193827,9787.1551095783379,9713582.2107766196,0.028814349494800787,Non-linearity,
1688,18,306191,193809,9787.1408512999242,9712533.7556860968,0.028817459965473823,Non-linearity,
1689,37,306228,193772,9787.0772366259971,9710024.6367161795,0.028824906541375473,Non-linearity,
1690,14,306242,193758,9787.0624505810174,9709166.4919922873,0.028827454230869267,Non-linearity,
1691,9,306251,193749,9787.0427520046942,9708386.5328314826,0.028829770191089229,Non-linearity,
1692,16,306267,193733,9787.0288284418639,9707512.6117461249,0.028832365597869905,Non-linearity,
1693,4,306271,193729,9787.023730316927,9707084.0246432349,0.028833638604264994,Non-linearity,
1694,36,306307,193693,9786.9803522050952,9704944.0506156012,0.028839996522189455,Non-linearity,
1695,17,306324,193676,9786.9555075122153,9703962.2902472541,0.028842914295853644,Non-linearity,
1696,23,306347,193653,9786.9228336014494,9702642.7799847648,0.028846836786073731,Non-linearity,
1697,53,306400,193600,9786.8481963572794,9699569.2032731101,0.028855977703973534,Non-linearity,
1698,21,306421,193579,9786.8230618451798,9698562.8861325309,0.028858971783128622,Non-linearity,
1699,45,306466,193534,9786.7810808771264,9696438.2952597663,0.02886529508516807,Non-linearity,
1700,39,306505,193495,9786.7597343803955,9693992.1768610999,0.028872578764389444,Non-linearity,
1701,21,306526,193474,9786.7331800895572,9692921.3672564551,0.028875768415216101,Non-linearity,
1702,8,306534,193466,9786.7140529838071,9692137.6981032416,0.028878103199315046,Non-linearity,
1703,6,306540,193460,9786.7006945018493,9691601.8088706061,0.028879699990523418,Non-linearity,
1704,43,306583,193417,9786.666405752796,9689956.2208579108,0.028884604459339526,Non-linearity,
1705,26,306609,193391,9786.6327900663837,9688441.5428298041,0.028889120239873649,Non-linearity,
1706,19,306628,193372,9786.6138009035458,9687353.3664877936,0.028892365342637765,Non-linearity,
1707,36,306664,193336,9786.5815450084629,9685313.6153395697,0.028898450146674384,Non-linearity,
1708,2,306666,193334,9786.5778273749838,9685137.9029067084,0.028898974436264484,Non-linearity,
1709,36,306702,193298,9786.534652420476,9682814.4407122657,0.028905908956694672,Non-linearity,
1710,36,306738,193262,9786.4951237020869,9680611.5635731742,0.028912486657453267,Non-linearity,
1711,5,306743,193257,9786.4853630945545,9680177.3939488456,0.028913783423303686,Non-linearity,
1712,23,306766,193234,9786.4572836643674,9678886.0053399131,0.028917641194800673,Non-linearity,
1713,10,306776,193224,9786.440777995007,9678171.0636113212,0.02891977738646816,Non-linearity,
1714,43,306819,193181,9786.3852507057818,9675717.0699828193,0.028927112134779918,Non-linearity,
1715,16,306835,193165,9786.3596526039619,9674484.5462573096,0.028930797432104659,Non-linearity,
1716,34,306869,193131,9786.3263701668275,9672605.509193711,0.028936417638635643,Non-linearity,
1717,33,306902,193098,9786.289361275356,9671010.1816657111,0.02894119098317292,Non-linearity,
1718,19,306921,193079,9786.2697950914298,9670113.5992281958,0.028943874319132736,Non-linearity,
1719,40,306961,193039,9786.2011929907494,9667153.1656783149,0.028952737985108577,Non-linearity,
1720,25,306986,193014,9786.1743107992388,9666038.9196856543,0.028956075492079583,Non-linearity,
1721,12,306998,193002,9786.1526603397815,9665159.8506453559,0.028958709115308477,Non-linearity,
1722,55,307053,192947,9786.0904186903863,9662465.3349850699,0.028966784662542822,Non-linearity,
1723,41,307094,192906,9786.0280296329202,9659814.8603070304,0.028974732612929301,Non-linearity,
1724,19,307113,192887,9785.9968240048202,9658648.7467158362,0.028978230807178536,Non-linearity,
1725,4,307117,192883,9785.9872299303097,9658277.0128748938,0.028979346139553792,Non-linearity,
1726,34,307151,192849,9785.9689047631164,9656867.7802107856,0.028983575113388151,Non-linearity,
1727,1,307152,192848,9785.9680482266922,9656832.9945967719,0.028983679517332713,Non-linearity,
1728,37,307189,192811,9785.9291354907618,9655108.7267478034,0.02898885559852982,Non-linearity,
1729,34,307223,192777,9785.8849620363872,9652979.0356915519,0.028995251272473675,Non-linearity,
1730,5,307228,192772,9785.8789538481869,9652715.7149193808,0.028996042246970374,Non-linearity,
1731,28,307256,192744,9785.8456312899216,9650831.9152272269,0.029001702146131226,Non-linearity,
1732,16,307272,192728,9785.8279064649014,9650036.4063342139,0.029004092925916741,Non-linearity,
1733,46,307318,192682,9785.7905922737809,9648064.6956008002,0.029010020299243853,Non-linearity,
1734,27,307345,192655,9785.7627138448534,9646638.6050866172,0.02901430893453524,Non-linearity,
1735,41,307386,192614,9785.6989837156907,9643982.0232260749,0.029022301368223525,Non-linearity,
1736,43,307429,192571,9785.6575255964326,9641529.5307810828,0.029029683700519934,Non-linearity,
1737,50,307479,192521,9785.6081149621969,9638122.8468640372,0.029039944511483933,Non-linearity,
1738,14,307493,192507,9785.581049141947,9637062.301951699,0.02904314031581115,Non-linearity,
1739,29,307522,192478,9785.5437358215549,9635345.3262093589,0.029048315674422117,Non-linearity,
1740,26,307548,192452,9785.5057767849048,9633850.1027701423,0.029052824123484828,Non-linearity,
1741,38,307586,192414,9785.464276137327,9632026.3302825019,0.029058325119797317,Non-linearity,
1742,41,307627,192373,9785.4221978557653,9630061.925004296,0.029064252633834681,Non-linearity,
1743,18,307645,192355,9785.405375099439,9628851.839933686,0.029067905220745906,Non-linearity,
1744,10,307655,192345,9785.3890658501205,9628098.8797152564,0.029070178460410115,Non-linearity,
1745,50,307705,192295,9785.3369423922304,9625751.8658907935,0.029077266541598656,Non-linearity,
1746,18,307723,192277,9785.2987767175855,9624173.18568068,0.029082036167453033,Non-linearity,
1747,34,307757,192243,9785.2572411186138,9622395.7398102805,0.029087408191893347,Non-linearity,
1748,4,307761,192239,9785.247811966985,9622015.3798859641,0.029088558022146327,Non-linearity,
1749,1,307762,192238,9785.2441464130025,9621869.3240998313,0.029088999573789388,Non-linearity,
1750,24,307786,192214,9785.2212582553238,9620569.9403031394,0.029092928423633285,Non-linearity,
1751,32,307818,192182,9785.1876081127102,9618844.5700133368,0.029098146937559789,Non-linearity,
1752,10,307828,192172,9785.1697755614041,9618088.5672171637,0.02910043411554682,Non-linearity,
1753,29,307857,192143,9785.1454389164082,9616964.0426781699,0.029103836868444002,Non-linearity,
1754,32,307889,192111,9785.1083540325417,9615091.0635960624,0.029109506172801405,Non-linearity,
1755,37,307926,192074,9785.0590331173807,9612667.6211531684,0.029116844948626298,Non-linearity,
1756,25,307951,192049,9785.0359991843161,9611508.3399880454,0.029120356843819303,Non-linearity,
1757,15,307966,192034,9785.0203113063108,9610712.6040452048,0.029122767915252156,Non-linearity,
1758,58,308024,191976,9784.9736716313546,9607608.338437371,0.029132177625104977,Non-linearity,
1759,14,308038,191962,9784.9487707577919,9606285.4622233436,0.029136189401040079,Non-linearity,
1760,33,308071,191929,9784.9238174145321,9604570.8380816504,0.029141390842581424,Non-linearity,
1761,9,308080,191920,9784.9128492397267,9604012.8007624671,0.029143084091430672,Non-linearity,
1762,9,308089,191911,9784.9055333638917,9603633.9202731177,0.029144233838084219,Non-linearity,
1763,9,308098,191902,9784.8902607279015,9602816.9520838782,0.029146713309687631,Non-linearity,
1764,10,308108,191892,9784.8743277027352,9602020.7367384955,0.029149130203072984,Non-linearity,
1765,22,308130,191870,9784.8541710728114,9601009.283427529,0.029152201024419504,Non-linearity,
1766,12,308142,191858,9784.842803311094,9600397.1849854514,0.029154059699272886,Non-linearity,
1767,19,308161,191839,9784.8396898019546,9599743.7706816718,0.029156044093864637,Non-linearity,
1768,34,308195,191805,9784.8207354227543,9597734.6235001609,0.029162147490771628,Non-linearity,
1769,23,308218,191782,9784.8038258256311,9596393.0567315146,0.029166224331699745,Non-linearity,
1770,38,308256,191744,9784.7657393882455,9594079.0602257773,0.029173258935101015,Non-linearity,
1771,20,308276,191724,9784.7494552230019,9592829.1635897681,0.029177060061711588,Non-linearity,
1772,20,308296,191704,9784.7270467754915,9591578.5338118598,0.029180864409454388,Non-linearity,
1773,14,308310,191690,9784.7147570223369,9590809.0849030539,0.029183205524169434,Non-linearity,
1774,30,308340,191660,9784.7151778155749,9588915.1401722953,0.029188969615051581,Non-linearity,
1775,17,308357,191643,9784.7024761994107,9587969.3180382773,0.029191849012410429,Non-linearity,
1776,22,308379,191621,9784.6848519095838,9586819.2383111045,0.029195351003312033,Non-linearity,
1777,1,308380,191620,9784.684595619774,9586804.8352683112,0.029195394865881165,Non-linearity,
1778,15,308395,191605,9784.6751623453001,9586154.9087384269,0.029197374268660949,Non-linearity,
1779,10,308405,191595,9784.6696538868437,9585761.5984252021,0.029198572256770819,Non-linearity,
1780,15,308420,191580,9784.6561465787108,9584680.8685372397,0.029201864569802054,Non-linearity,
1781,2,308422,191578,9784.6548097969753,9584589.1729062125,0.029202143943633376,Non-linearity,
1782,24,308446,191554,9784.6425985894857,9583225.1992304847,0.029206300264160743,Non-linearity,
1783,46,308492,191508,9784.6096310355497,9580801.7359326407,0.029213687996284512,Non-linearity,
1784,34,308526,191474,9784.6026102035667,9579316.9128687903,0.029218216206188367,Non-linearity,
1785,49,308575,191425,9784.5889479688849,9576555.5583270118,0.029226641140762413,Non-linearity,
1786,18,308593,191407,9784.5840743536155,9574982.8522513434,0.029231441662789733,Non-linearity,
1787,31,308624,191376,9784.5835933792296,9572957.5154707953,0.029237626116638236,Non-linearity,
1788,36,308660,191340,9784.5558971268656,9570596.8483326957,0.029244837819760137,Non-linearity,
1789,32,308692,191308,9784.5359286650801,9568964.6880295798,0.029249826056723764,Non-linearity,
1790,26,308718,191282,9784.5071812582792,9567233.4985106513,0.029255118808521635,Non-linearity,
1791,32,308750,191250,9784.4875945913773,9565553.527316384,0.029260256802548099,Non-linearity,
1792,10,308760,191240,9784.4783625260425,9564998.8577340171,0.029261953590458065,Non-linearity,
1793,21,308781,191219,9784.4649727143151,9564061.0619986579,0.02926482284600835,Non-linearity,
1794,42,308823,191177,9784.4321206593868,9561628.6102803275,0.029272267735526634,Non-linearity,
1795,44,308867,191133,9784.3976917443451,9559238.5232384726,0.029279586651947676,Non-linearity,
1796,12,308879,191121,9784.37741720548,9557895.8010972068,0.029283699936932448,Non-linearity,
1797,23,308902,191098,9784.3608915585628,9556710.3056738898,0.029287332535509011,Non-linearity,
1798,25,308927,191073,9784.3498546421433,9555372.1782610938,0.029291433912387099,Non-linearity,
1799,17,308944,191056,9784.3288400853726,9553948.1726058051,0.029295799768972165,Non-linearity,
1800,62,309006,190994,9784.2906978884585,9550918.6789563224,0.029305092219503878,Non-linearity,
1801,19,309025,190975,9784.2844370319999,9549849.7229006812,0.029308372465444717,Non-linearity,
1802,20,309045,190955,9784.2760658071184,9548670.731931977,0.029311991221124357,Non-linearity,
1803,33,309078,190922,9784.2567965793496,9546957.8313696906,0.029317250333726636,Non-linearity,
1804,48,309126,190874,9784.2371404767091,9544520.8751538321,0.029324735765040286,Non-linearity,
1805,23,309149,190851,9784.2233375295746,9542977.9865601584,0.029329476926592591,Non-linearity,
1806,20,309169,190831,9784.2146353479202,9541900.1986048743,0.029332789784231879,Non-linearity,
1807,38,309207,190793,9784.2019369281061,9539513.0823748633,0.02934012986311859,Non-linearity,
1808,31,309238,190762,9784.1992345428807,9538015.3010256812,0.029344737226171029,Non-linearity,
1809,36,309274,190726,9784.1920892725539,9536312.2755997702,0.029349977704058977,Non-linearity,
1810,13,309287,190713,9784.1874040633593,9535631.0661919639,0.029352074416986746,Non-linearity,
1811,1,309288,190712,9784.1869394786172,9535558.9226143882,0.029352296487205692,Non-linearity,
1812,34,309322,190678,9784.1824930372331,9533488.01730185,0.029358672519421838,Non-linearity,
1813,29,309351,190649,9784.1641631080893,9531587.4596770331,0.029364526512699173,Non-linearity,
1814,37,309388,190612,9784.147532795796,9529718.9040730521,0.029370284211444105,Non-linearity,
1815,24,309412,190588,9784.1393351813222,9528699.9938624427,0.029373424795415774,Non-linearity,
1816,27,309439,190561,9784.1309049294778,9527444.9054949805,0.029377294273973658,Non-linearity,
1817,25,309464,190536,9784.1195805442985,9525711.861251168,0.029382638982220335,Positive gradient,
1818,5,309469,190531,9784.1173939044056,9525372.7741883323,0.029383684954171988,Non-linearity,
1819,38,309507,190493,9784.1017335207907,9522801.0490229651,0.029391620304460086,Positive gradient,
1820,14,309521,190479,9784.0948854977796,9522016.8802254722,0.029394040799176745,Non-linearity,
1821,33,309554,190446,9784.0886245883394,9520689.777480416,0.029398138077120318,Non-linearity,
1822,22,309576,190424,9784.0980817021536,9519284.7983067557,0.029402477034575408,Non-linearity,
1823,22,309598,190402,9784.0991023280421,9518043.4371045157,0.029406311761164088,Non-linearity,
