# tcksift /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_500k.tck /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/wm_fod.mif /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_sift_100k.tck -term_number 100000 -csv /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_iterations.csv -out_mu /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_mu.txt -nthreads 12 -force  (version=3.0.3)
#Iteration,Removed this iteration,Total removed,Remaining,Cost,TD,Mu,Recalculation,
601,77,251207,248793,10398.893943084797,12913613.1444562,0.021674069800360553,Non-linearity,
602,80,251287,248713,10397.379458935708,12909000.076665215,0.021681815090677525,Non-linearity,
603,104,251391,248609,10395.28586451005,12902451.39077311,0.021692819774384458,Non-linearity,
604,144,251535,248465,10392.35119322691,12893311.242255501,0.021708197949220864,Non-linearity,
605,37,251572,248428,10391.35951200811,12890327.905951791,0.021713222092555509,Non-linearity,
606,175,251747,248253,10387.82868185153,12879321.732195191,0.021731777378317871,Non-linearity,
607,69,251816,248184,10386.409744438022,12874994.057009988,0.021739082086442322,Non-linearity,
608,55,251871,248129,10385.474479948731,12872117.935667329,0.021743939425247882,Non-linearity,
609,83,251954,248046,10383.892822521731,12867145.517319016,0.021752342218487233,Non-linearity,
610,51,252005,247995,10382.891515412113,12864068.304950051,0.021757545593884653,Non-linearity,
611,16,252021,247979,10382.550187302939,12862997.589371972,0.021759356691402651,Non-linearity,
612,18,252039,247961,10382.194737769003,12861903.547702126,0.02176120755607763,Non-linearity,
613,50,252089,247911,10381.336406898945,12859237.433260255,0.021765719322038787,Non-linearity,
614,147,252236,247764,10378.736601237819,12851055.43258696,0.021779577104466218,Non-linearity,
615,79,252315,247685,10376.968527706837,12845437.267091088,0.021789102764516462,Non-linearity,
616,34,252349,247651,10376.213171689424,12843098.327033333,0.021793070919550451,Non-linearity,
617,72,252421,247579,10374.876373026591,12838918.648541741,0.021800165600362884,Non-linearity,
618,78,252499,247501,10373.363553536659,12834046.111147217,0.021808442189146706,Non-linearity,
619,36,252535,247465,10372.614645722007,12831692.658439927,0.021812442061858596,Non-linearity,
620,55,252590,247410,10371.441585339453,12828000.201503091,0.02181872063230882,Non-linearity,
621,47,252637,247363,10370.642344009204,12825518.715467744,0.021822942126328623,Non-linearity,
622,38,252675,247325,10369.944728032808,12823305.249471001,0.021826709044405184,Non-linearity,
623,116,252791,247209,10367.977071395848,12817039.387211137,0.021837379461209463,Non-linearity,
624,45,252836,247164,10367.15902474999,12814394.786977105,0.021841886200684387,Non-linearity,
625,113,252949,247051,10364.807486423006,12806857.31937056,0.021854741228705548,Non-linearity,
626,32,252981,247019,10364.001116037427,12804295.658470444,0.021859113545432761,Non-linearity,
627,56,253037,246963,10363.01458420667,12801230.51974421,0.021864347512225712,Non-linearity,
628,114,253151,246849,10360.934691524055,12794706.881366067,0.021875495489109151,Non-linearity,
629,128,253279,246721,10358.374528694665,12786495.092479996,0.021889544448533565,Non-linearity,
630,71,253350,246650,10356.95019738595,12781952.931425385,0.021897323059269402,Non-linearity,
631,158,253508,246492,10354.1421921407,12772939.571196847,0.021912775137444024,Non-linearity,
632,78,253586,246414,10352.590797147432,12768005.84374743,0.021921242525500668,Non-linearity,
633,61,253647,246353,10351.535484006967,12764669.206503205,0.021926972657090212,Non-linearity,
634,113,253760,246240,10349.121405915597,12756807.99504786,0.021940484859257078,Non-linearity,
635,87,253847,246153,10347.351434315224,12751165.381308846,0.021950193907615035,Non-linearity,
636,180,254027,245973,10344.126635205213,12740832.643731408,0.021967995381016608,Non-linearity,
637,153,254180,245820,10341.549661310741,12732301.532108597,0.021982714748151624,Non-linearity,
638,105,254285,245715,10339.283441088675,12725057.029452614,0.021995229728242489,Non-linearity,
639,75,254360,245640,10337.763813331456,12720222.993510537,0.022003588522826106,Non-linearity,
640,26,254386,245614,10337.298371407362,12718754.403972916,0.022006129199284536,Non-linearity,
641,114,254500,245500,10335.117823933131,12711714.575991921,0.022018316332905609,Non-linearity,
642,30,254530,245470,10334.449864431377,12709622.512931161,0.022021940650324427,Non-linearity,
643,193,254723,245277,10331.431278804697,12699624.669626527,0.022039277533705905,Non-linearity,
644,45,254768,245232,10330.512517476138,12696676.4600318,0.022044395125674975,Non-linearity,
645,122,254890,245110,10328.342056074986,12689605.752313904,0.022056678365816065,Non-linearity,
646,24,254914,245086,10327.854777506454,12688045.905163102,0.022059389976978434,Non-linearity,
647,99,255013,244987,10326.169324720604,12682572.669410042,0.022068909831116854,Non-linearity,
648,98,255111,244889,10324.277554007924,12676362.406809144,0.022079721586174689,Non-linearity,
649,40,255151,244849,10323.507127789062,12673884.292973809,0.022084038815390155,Non-linearity,
650,25,255176,244824,10323.077067180237,12672474.412931733,0.022086495781927208,Non-linearity,
651,134,255310,244690,10320.735342024018,12664681.600221924,0.022100086011076082,Non-linearity,
652,93,255403,244597,10319.163987499633,12659574.849316888,0.022109000973512167,Non-linearity,
653,101,255504,244496,10317.386664821241,12653738.333140664,0.022119198714165938,Non-linearity,
654,155,255659,244341,10314.652140712104,12644598.737484269,0.022135186610396415,Non-linearity,
655,122,255781,244219,10312.175658283357,12636332.39058619,0.022149666850826904,Non-linearity,
656,39,255820,244180,10311.215698056032,12633199.925500207,0.022155158971468192,Non-linearity,
657,37,255857,244143,10310.507110853645,12630902.568704896,0.02215918863639019,Non-linearity,
658,64,255921,244079,10309.350420424254,12627110.621305756,0.022165843086504457,Non-linearity,
659,135,256056,243944,10306.883972688785,12618761.908814721,0.022180508253530181,Non-linearity,
660,47,256103,243897,10305.921968414668,12615614.710666947,0.022186041591072042,Non-linearity,
661,57,256160,243840,10304.90886226707,12612199.601649575,0.022192049088026623,Non-linearity,
662,68,256228,243772,10303.737481210836,12608304.556490235,0.022198904810220584,Non-linearity,
663,73,256301,243699,10302.301788957417,12603419.815586381,0.022207508498737979,Non-linearity,
664,146,256447,243553,10300.044405282266,12595785.241493516,0.022220968943307405,Non-linearity,
665,113,256560,243440,10297.921353795084,12588573.797297768,0.022233698366043483,Non-linearity,
666,41,256601,243399,10297.162934550677,12586073.172087006,0.022238115799972431,Non-linearity,
667,135,256736,243264,10294.977814800663,12578606.557821564,0.02225131626314817,Non-linearity,
668,117,256853,243147,10293.051337482259,12572044.691405587,0.022262930138892523,Non-linearity,
669,22,256875,243125,10292.493969740221,12570223.083162598,0.022266156361433347,Non-linearity,
670,50,256925,243075,10291.608175077903,12567208.634075455,0.022271497260647505,Non-linearity,
671,32,256957,243043,10291.115341429477,12565591.244928651,0.022274363952492746,Non-linearity,
672,123,257080,242920,10289.128154983126,12558807.451261811,0.022286395723001229,Non-linearity,
673,40,257120,242880,10288.257509069799,12555827.276844315,0.022291685485668986,Non-linearity,
674,125,257245,242755,10286.169400862909,12548851.378833108,0.02230407741858392,Non-linearity,
675,116,257361,242639,10284.119820290643,12541909.797949128,0.022316422074217541,Non-linearity,
676,120,257481,242519,10281.869507656285,12534353.878759675,0.022329874788527472,Non-linearity,
677,136,257617,242383,10279.716176234273,12526971.647415452,0.022343033938736809,Non-linearity,
678,161,257778,242222,10276.621862849908,12516265.729288392,0.022362145285302303,Non-linearity,
679,25,257803,242197,10276.030303511967,12514302.328593545,0.022365653739104888,Non-linearity,
680,58,257861,242139,10274.886522946814,12510502.318074517,0.02237244720888833,Non-linearity,
681,167,258028,241972,10272.068032883008,12500911.644686036,0.022389611303810373,Non-linearity,
682,36,258064,241936,10271.316996822539,12498452.524425797,0.022394016548913195,Non-linearity,
683,120,258184,241816,10269.02664203994,12490644.883748345,0.022408014579932901,Non-linearity,
684,74,258258,241742,10267.471342995657,12485437.147592835,0.022417361071074671,Non-linearity,
685,117,258375,241625,10265.448870852759,12478435.807153039,0.022429938895655092,Non-linearity,
686,114,258489,241511,10263.628879875003,12472257.932337098,0.022441049101632096,Non-linearity,
687,155,258644,241356,10261.179339617727,12463660.812068276,0.022456528373813383,Non-linearity,
688,32,258676,241324,10260.377566766023,12460947.385591798,0.022461418382315447,Non-linearity,
689,132,258808,241192,10258.38541232119,12454073.321089081,0.02247381603204833,Non-linearity,
690,98,258906,241094,10256.411669560959,12447313.951619439,0.022486020177179065,Non-linearity,
691,40,258946,241054,10255.535882521819,12444300.904589944,0.022491464551822486,Non-linearity,
692,15,258961,241039,10255.208208320249,12443199.507020287,0.022493455361692682,Non-linearity,
693,54,259015,240985,10254.402095435313,12440410.202863984,0.022498498691253914,Non-linearity,
694,83,259098,240902,10252.99707881466,12435601.632658295,0.02250719835964755,Non-linearity,
695,50,259148,240852,10252.257316641933,12433051.967506699,0.022511813945544534,Non-linearity,
696,161,259309,240691,10249.573829172225,12423607.827422433,0.022528926907206391,Non-linearity,
697,123,259432,240568,10247.298089756099,12415523.757451348,0.02254359607663084,Non-linearity,
698,77,259509,240491,10245.95786880197,12410820.402242951,0.022552139471554503,Non-linearity,
699,102,259611,240389,10244.38480661631,12405333.508026414,0.022562114310486239,Non-linearity,
700,144,259755,240245,10242.149660219584,12397468.182956986,0.022576428391449115,Non-linearity,
701,76,259831,240169,10240.547663763879,12391846.615263276,0.022586670199988647,Non-linearity,
702,165,259996,240004,10237.879586560637,12382147.271629624,0.022604363082410713,Non-linearity,
703,41,260037,239963,10237.105896440144,12379469.63245707,0.022609252332908277,Non-linearity,
704,105,260142,239858,10235.447626143481,12373578.598550133,0.022620016548857837,Non-linearity,
705,95,260237,239763,10233.549579336006,12366884.142134957,0.022632261243087728,Non-linearity,
706,50,260287,239713,10232.60064153139,12363568.898281388,0.022638329997635528,Non-linearity,
707,83,260370,239630,10231.180661672761,12358524.34004622,0.02264757061333347,Non-linearity,
708,96,260466,239534,10229.584071781976,12352808.538062386,0.022658049932966884,Non-linearity,
709,29,260495,239505,10229.06641938877,12350964.871585183,0.02266143216970179,Non-linearity,
710,129,260624,239376,10226.937735392605,12343336.3221839,0.022675437609584338,Non-linearity,
711,178,260802,239198,10223.912614383744,12332307.873255067,0.02269571563930808,Non-linearity,
712,28,260830,239170,10223.39146649243,12330488.852604203,0.022699063760856831,Non-linearity,
713,85,260915,239085,10222.08915665669,12325923.636110596,0.022707470931250692,Non-linearity,
714,77,260992,239008,10220.771119737339,12321103.229254059,0.022716354814985365,Non-linearity,
715,20,261012,238988,10220.152665055553,12318924.634472184,0.022720372189352984,Non-linearity,
716,32,261044,238956,10219.672292705462,12317228.990587525,0.022723499975658614,Non-linearity,
717,97,261141,238859,10218.253408174165,12312194.828090005,0.022732791072249198,Non-linearity,
718,82,261223,238777,10217.008702924672,12307714.52945929,0.022741066344840997,Non-linearity,
719,48,261271,238729,10216.19602957747,12304788.364512734,0.022746474329863924,Non-linearity,
720,121,261392,238608,10214.314661609189,12297874.218881898,0.022759262917005536,Non-linearity,
721,5,261397,238603,10214.195864672722,12297459.023359589,0.022760031331361397,Non-linearity,
722,75,261472,238528,10212.699740197231,12292040.949833207,0.022770063475227448,Non-linearity,
723,61,261533,238467,10211.777076586297,12288781.525623612,0.022776102910137281,Non-linearity,
724,63,261596,238404,10210.517307751248,12284239.516502671,0.022784524210211928,Non-linearity,
725,31,261627,238373,10209.961702870791,12282240.139349274,0.022788233212530731,Non-linearity,
726,94,261721,238279,10208.372166852299,12276597.078923516,0.022798708051461083,Non-linearity,
727,52,261773,238227,10207.391611868266,12273099.887499146,0.022805204490585276,Non-linearity,
728,164,261937,238063,10204.736509174689,12263327.966419511,0.022823376609858056,Non-linearity,
729,26,261963,238037,10204.149531006233,12261267.415231995,0.022827212162430551,Non-linearity,
730,46,262009,237991,10203.554001083234,12259170.31247931,0.022831117076730766,Non-linearity,
731,59,262068,237932,10202.624310459349,12255759.433381371,0.022837471165226293,Non-linearity,
732,48,262116,237884,10201.851387131379,12252950.567545228,0.022842706426087447,Non-linearity,
733,84,262200,237800,10200.479722346854,12247952.805589013,0.022852027364122184,Non-linearity,
734,110,262310,237690,10198.638850664121,12241022.721830659,0.022864964719707608,Non-linearity,
735,94,262404,237596,10196.792555753995,12234198.511723809,0.022877718748766679,Non-linearity,
736,204,262608,237392,10193.341430970819,12221273.835766129,0.022901913207171939,Non-linearity,
737,64,262672,237328,10192.119776150139,12216979.148766808,0.022909964014798993,Non-linearity,
738,85,262757,237243,10190.810974344913,12212348.929487519,0.022918650153532959,Non-linearity,
739,44,262801,237199,10190.092067430154,12209756.915545754,0.022923515562495257,Non-linearity,
740,114,262915,237085,10188.348838691589,12203414.609172158,0.022935429273822246,Non-linearity,
741,75,262990,237010,10187.198961337379,12199237.344730668,0.02294328282650333,Non-linearity,
742,44,263034,236966,10186.579519338176,12197000.003793053,0.022947491397946718,Non-linearity,
743,4,263038,236962,10186.535164653644,12196840.407389931,0.022947791667275945,Non-linearity,
744,123,263161,236839,10184.596782654431,12189711.911286645,0.02296121144656767,Non-linearity,
745,34,263195,236805,10183.931819502361,12187244.54370337,0.022965860056726663,Non-linearity,
746,105,263300,236700,10182.261022475175,12181078.518707566,0.022977485305422207,Non-linearity,
747,84,263384,236616,10180.988936446192,12176329.139358811,0.022986447677656639,Non-linearity,
748,123,263507,236493,10179.165159380458,12169413.130039506,0.022999511124895847,Non-linearity,
749,102,263609,236391,10177.435740718589,12162871.775660805,0.023011880568196717,Non-linearity,
750,122,263731,236269,10175.525206718905,12155664.609876923,0.023025524448936824,Non-linearity,
751,85,263816,236184,10174.121218569693,12150441.27280169,0.023035422861087503,Non-linearity,
752,105,263921,236079,10172.394535325238,12144027.482645325,0.023047588871795671,Non-linearity,
753,172,264093,235907,10170.146537885625,12135439.298919968,0.023063899523827452,Non-linearity,
754,180,264273,235727,10166.867537719483,12122774.935872369,0.023087993809039229,Non-linearity,
755,105,264378,235622,10165.261086103652,12116794.388441376,0.023099389466804385,Non-linearity,
756,58,264436,235564,10164.378994403975,12113527.467765145,0.023105619185873272,Non-linearity,
757,113,264549,235451,10162.720613675265,12107193.893505387,0.023117706309959879,Non-linearity,
758,51,264600,235400,10162.000347087922,12104477.605163865,0.023122894006462013,Non-linearity,
759,70,264670,235330,10160.943802977137,12100400.146598153,0.023130685702694241,Non-linearity,
760,81,264751,235249,10159.779644438577,12095984.987768464,0.023139128640687325,Non-linearity,
761,58,264809,235191,10158.721529968621,12091947.922223382,0.023146853961667817,Non-linearity,
762,53,264862,235138,10158.023444814464,12089286.49782782,0.023151949680246836,Non-linearity,
763,50,264912,235088,10157.117833253034,12085770.77951365,0.023158684520331471,Non-linearity,
764,4,264916,235084,10157.050619929962,12085518.608981423,0.023159167738138677,Non-linearity,
765,41,264957,235043,10156.330907306736,12082811.525496773,0.023164356414662336,Non-linearity,
766,114,265071,234929,10154.602777812062,12076046.459412865,0.023177333211535641,Non-linearity,
767,138,265209,234791,10152.293464921668,12067138.425646119,0.0231944428575502,Non-linearity,
768,75,265284,234716,10151.208883350064,12062991.921855263,0.023202415659476842,Non-linearity,
769,105,265389,234611,10149.613832818377,12056822.526282601,0.023214288180626805,Non-linearity,
770,33,265422,234578,10149.020361972578,12054545.338859849,0.023218673521059566,Non-linearity,
771,85,265507,234493,10147.902742557888,12050269.577858262,0.023226912133325332,Non-linearity,
772,135,265642,234358,10145.671735338283,12041442.409051232,0.023243938986695724,Non-linearity,
773,30,265672,234328,10145.231075170108,12039750.771325402,0.023247204861947927,Non-linearity,
774,86,265758,234242,10143.984363387135,12034922.309946351,0.023256531738179945,Non-linearity,
775,75,265833,234167,10142.840123412327,12030471.066448502,0.023265136595388803,Non-linearity,
776,119,265952,234048,10141.049798950304,12023511.348853402,0.023278603441788108,Non-linearity,
777,9,265961,234039,10140.909949298957,12022985.572490029,0.023279621436810082,Non-linearity,
778,49,266010,233990,10140.238014641393,12020350.510157876,0.023284724720071502,Non-linearity,
779,75,266085,233915,10138.982198769203,12015463.151733689,0.023294195915153908,Non-linearity,
780,14,266099,233901,10138.664426001467,12014231.688808732,0.023296583578333644,Non-linearity,
781,69,266168,233832,10137.524196151613,12009826.249891572,0.023305129220360214,Non-linearity,
782,91,266259,233741,10136.173413974249,12004589.254195504,0.023315296070623805,Non-linearity,
783,94,266353,233647,10134.929820010098,11999723.39556437,0.023324750366434045,Non-linearity,
784,105,266458,233542,10133.318864790517,11993425.888447098,0.02333699772451233,Non-linearity,
785,85,266543,233457,10131.957708278711,11988023.700881295,0.023347514123384754,Non-linearity,
786,77,266620,233380,10130.811981679901,11983539.068579011,0.023356251526869366,Non-linearity,
787,111,266731,233269,10128.964419505981,11976213.513199143,0.023370537971732563,Non-linearity,
788,15,266746,233254,10128.737991346068,11975260.556350999,0.023372397732035911,Non-linearity,
789,40,266786,233214,10128.116543248807,11972828.175854973,0.023377146030729733,Non-linearity,
790,58,266844,233156,10127.233141661834,11969309.947548203,0.023384017449153787,Non-linearity,
791,92,266936,233064,10125.797737476812,11963695.518338494,0.023394991308393655,Non-linearity,
792,43,266979,233021,10125.063996849438,11960805.506399445,0.023400644088564609,Non-linearity,
793,63,267042,232958,10124.171800497987,11957281.997116379,0.023407539667902426,Non-linearity,
794,22,267064,232936,10123.814783333288,11955888.963537507,0.023410266984027192,Non-linearity,
795,43,267107,232893,10123.107286562281,11953015.102683358,0.023415895509490654,Non-linearity,
796,43,267150,232850,10122.562307177237,11950867.667528443,0.023420103079903096,Non-linearity,
797,138,267288,232712,10120.689198682481,11943298.98883944,0.023434944811257283,Non-linearity,
798,92,267380,232620,10119.338962999329,11937889.978869729,0.023445563090563601,Non-linearity,
799,82,267462,232538,10118.280628140172,11933605.469069771,0.023453980726380989,Non-linearity,
800,71,267533,232467,10117.362347225126,11929892.822808556,0.023461279730248648,Non-linearity,
801,132,267665,232335,10115.722733375853,11923223.6574338,0.023474402620409889,Non-linearity,
802,14,267679,232321,10115.415259653779,11921992.162483506,0.02347682743397244,Non-linearity,
803,96,267775,232225,10114.312618259304,11917448.144529633,0.023485778941381256,Non-linearity,
804,89,267864,232136,10112.936498836289,11911831.395383172,0.023496853118344013,Non-linearity,
805,46,267910,232090,10112.233377650547,11908949.107601456,0.023502539992310795,Non-linearity,
806,43,267953,232047,10111.609127807618,11906376.611769013,0.023507617959198077,Non-linearity,
807,116,268069,231931,10110.263918604767,11900827.028342538,0.023518580011390885,Non-linearity,
808,37,268106,231894,10109.661954750138,11898329.861205392,0.02352351598356529,Non-linearity,
809,5,268111,231889,10109.547230435461,11897868.602386765,0.02352442794767879,Non-linearity,
810,47,268158,231842,10108.888508051665,11895166.133503251,0.023529772474507382,Non-linearity,
811,55,268213,231787,10107.986639659348,11891494.02032309,0.023537038507478694,Non-linearity,
812,60,268273,231727,10107.022798411452,11887488.018472962,0.023544970327865049,Non-linearity,
813,85,268358,231642,10105.653379898447,11881828.473189645,0.023556185253755083,Non-linearity,
814,122,268480,231520,10103.971173897855,11874892.215264611,0.023569944686151437,Non-linearity,
815,10,268490,231510,10103.810402309333,11874250.925345711,0.023571217622693815,Non-linearity,
816,60,268550,231450,10103.103151823438,11871299.939948373,0.023577076991032071,Non-linearity,
817,150,268700,231300,10101.038993349574,11862612.48797255,0.023594343400458961,Non-linearity,
818,73,268773,231227,10099.886200112613,11857750.534210496,0.023604017630518712,Non-linearity,
819,92,268865,231135,10098.566868902615,11852374.858073525,0.02361472329548733,Non-linearity,
820,43,268908,231092,10097.969927379767,11849938.301924996,0.023619578898763514,Non-linearity,
821,102,269010,230990,10096.533400053402,11843990.47203093,0.023631440208327303,Non-linearity,
822,27,269037,230963,10096.077780079864,11842129.514927201,0.023635153822206597,Non-linearity,
823,35,269072,230928,10095.67687385116,11840508.814297967,0.023638388945736544,Non-linearity,
824,101,269173,230827,10094.106829073977,11833875.30827456,0.023651639499031249,Non-linearity,
825,25,269198,230802,10093.679525600448,11832110.430866532,0.02365516737721144,Non-linearity,
826,126,269324,230676,10092.108520340251,11825572.294686608,0.023668245873694913,Non-linearity,
827,68,269392,230608,10091.12176485636,11821507.072789483,0.023676384994265567,Non-linearity,
828,75,269467,230533,10090.056507639629,11817116.015570931,0.023685182772090654,Non-linearity,
829,44,269511,230489,10089.490139019466,11814759.334986024,0.023689907236534351,Non-linearity,
830,24,269535,230465,10089.116692439928,11813210.99859076,0.023693012230221432,Non-linearity,
831,133,269668,230332,10087.340002310912,11805721.743055634,0.023708042486469284,Non-linearity,
832,72,269740,230260,10085.991740800557,11800076.118435197,0.023719385354686456,Non-linearity,
833,157,269897,230103,10083.78039160451,11790796.467019372,0.023738053103595936,Non-linearity,
834,96,269993,230007,10082.584447157453,11785792.851694398,0.023748131007372865,Non-linearity,
835,76,270069,229931,10081.412215649276,11780870.849988274,0.023758052883507824,Non-linearity,
836,5,270074,229926,10081.339823230212,11780578.753848366,0.023758641957753155,Non-linearity,
837,50,270124,229876,10080.732637772162,11778006.151641183,0.023763831421398637,Non-linearity,
838,43,270167,229833,10080.114580929599,11775457.744878106,0.023768974313507208,Non-linearity,
839,66,270233,229767,10079.190758326264,11771548.333270364,0.023776868152232119,Non-linearity,
840,77,270310,229690,10078.243959574556,11767561.52341681,0.023784923674359394,Non-linearity,
841,108,270418,229582,10076.745460078071,11761196.094169907,0.023797796620918559,Non-linearity,
842,101,270519,229481,10075.415873763808,11755673.702983193,0.023808975966793839,Non-linearity,
843,162,270681,229319,10073.12654660047,11745799.192193322,0.023828991802773408,Non-linearity,
844,100,270781,229219,10071.732458694494,11739844.249428086,0.023841078869630852,Non-linearity,
845,33,270814,229186,10071.303751053079,11738033.510788254,0.023844756654558354,Non-linearity,
846,31,270845,229155,10070.812142820363,11735944.628781609,0.023849000785278466,Non-linearity,
847,17,270862,229138,10070.624523355711,11735141.66121798,0.023850632633841389,Non-linearity,
848,51,270913,229087,10070.01009217193,11732537.892195992,0.023855925737428816,Non-linearity,
849,72,270985,229015,10068.934133119805,11727872.967998795,0.02386541476289172,Non-linearity,
850,93,271078,228922,10067.656699791631,11722382.992377572,0.023876591717724528,Non-linearity,
851,32,271110,228890,10067.098448994648,11719922.931020074,0.023881603515240539,Non-linearity,
852,45,271155,228845,10066.303137959285,11716545.635077767,0.023888487390843458,Non-linearity,
853,17,271172,228828,10066.0355210626,11715425.12310534,0.023890772185107715,Non-linearity,
854,108,271280,228720,10064.766157590182,11710024.230304055,0.023901791077722622,Non-linearity,
855,80,271360,228640,10063.681403859619,11705376.571470551,0.023911281363640437,Non-linearity,
856,14,271374,228626,10063.433040945401,11704336.156652741,0.0239134068708978,Non-linearity,
857,66,271440,228560,10062.428975894758,11700032.016372971,0.023922203997059122,Non-linearity,
858,61,271501,228499,10061.588136274033,11696455.938125901,0.023929517979498625,Non-linearity,
859,141,271642,228358,10059.798806327146,11688894.193254761,0.023944998392517909,Non-linearity,
860,118,271760,228240,10058.246475215617,11682212.290833764,0.023958694269527035,Non-linearity,
861,11,271771,228229,10058.1600282862,11681847.047472291,0.02395944335946084,Non-linearity,
862,69,271840,228160,10057.314733319899,11678026.37530642,0.023967282113665642,Non-linearity,
863,24,271864,228136,10056.861967234003,11676127.379166894,0.023971180133508251,Non-linearity,
864,60,271924,228076,10056.097949312914,11672846.205976777,0.023977918301064098,Non-linearity,
865,103,272027,227973,10054.751167776456,11666978.801973633,0.023989976961340649,Non-linearity,
866,79,272106,227894,10053.767223359415,11662759.073290162,0.023998656828022578,Non-linearity,
867,30,272136,227864,10053.247491939232,11660490.742287926,0.024003325319126266,Non-linearity,
868,43,272179,227821,10052.346985732311,11656544.118024163,0.024011452265256805,Non-linearity,
869,104,272283,227717,10051.093500345944,11651176.944273286,0.024022513262522142,Non-linearity,
870,31,272314,227686,10050.643337004785,11649284.995950989,0.024026414734044228,Non-linearity,
871,75,272389,227611,10049.745331722264,11645383.198790841,0.024034464808067344,Non-linearity,
872,60,272449,227551,10048.90716170329,11641712.462293915,0.024042043090681763,Non-linearity,
873,79,272528,227472,10047.894590116752,11637287.618345551,0.024051184592753811,Non-linearity,
874,51,272579,227421,10047.116048909271,11633929.742462449,0.024058126433945209,Non-linearity,
875,109,272688,227312,10045.664537322642,11627553.039752297,0.024071320226268324,Non-linearity,
876,104,272792,227208,10044.406162168196,11621904.969822221,0.024083018523604283,Non-linearity,
877,130,272922,227078,10042.617871303872,11614009.391781144,0.024099390936076444,Non-linearity,
878,63,272985,227015,10041.598740687192,11609595.66636496,0.024108553020385483,Non-linearity,
879,39,273024,226976,10041.160017600363,11607689.70291739,0.024112511604910632,Non-linearity,
880,47,273071,226929,10040.589365709719,11605182.51540976,0.024117720879973142,Non-linearity,
881,77,273148,226852,10039.607947014441,11600755.481828026,0.024126924587474584,Non-linearity,
882,63,273211,226789,10038.88077854248,11597563.345892243,0.02413356532921478,Non-linearity,
883,72,273283,226717,10037.892457078822,11593123.871368699,0.024142807044358179,Non-linearity,
884,19,273302,226698,10037.637735732211,11592015.466956429,0.024145115529360536,Non-linearity,
885,41,273343,226657,10037.07865397959,11589435.31896048,0.024150490939786537,Non-linearity,
886,82,273425,226575,10036.009980458199,11584712.156970315,0.024160337250968472,Non-linearity,
887,84,273509,226491,10035.058216527083,11580382.075383477,0.024169371169778853,Non-linearity,
888,58,273567,226433,10034.335343542152,11577125.823498063,0.024176169192158564,Non-linearity,
889,85,273652,226348,10033.250738051323,11572130.932485871,0.024186604377424929,Non-linearity,
890,80,273732,226268,10032.318034828128,11567832.390240006,0.024195591985231912,Non-linearity,
891,40,273772,226228,10031.658805819698,11564849.276836686,0.024201833155611623,Non-linearity,
892,65,273837,226163,10030.810632406503,11560958.609862618,0.024209977919047599,Non-linearity,
893,26,273863,226137,10030.407488894925,11559158.788054757,0.02421374753991928,Non-linearity,
894,33,273896,226104,10029.947154912714,11557048.066500954,0.024218169817869215,Non-linearity,
895,87,273983,226017,10028.943362754455,11552518.568634324,0.024227665249352145,Non-linearity,
896,50,274033,225967,10028.15221343383,11548848.911058716,0.0242353636127134,Non-linearity,
897,39,274072,225928,10027.598234310915,11546374.572678857,0.024240557146836109,Non-linearity,
898,75,274147,225853,10026.610063300597,11541910.571136765,0.02424993253436989,Non-linearity,
899,149,274296,225704,10024.815069629274,11533595.700133614,0.024267414945415046,Non-linearity,
900,34,274330,225670,10024.206876095137,11530846.987160973,0.024273199790045039,Non-linearity,
901,27,274357,225643,10023.862883325583,11529322.124204926,0.024276410152526528,Non-linearity,
902,53,274410,225590,10023.311973572228,11526795.671606354,0.024281731076160572,Non-linearity,
903,46,274456,225544,10022.541493283652,11523315.251838021,0.024289064956645474,Non-linearity,
904,73,274529,225471,10021.69921216661,11519473.916424088,0.024297164497133712,Non-linearity,
905,111,274640,225360,10020.233761155467,11512470.500626855,0.024311945264272959,Non-linearity,
906,146,274786,225214,10018.248503225384,11503216.134362511,0.024331504285284668,Non-linearity,
907,31,274817,225183,10017.80998559918,11501181.48623877,0.024335808716929461,Non-linearity,
908,5,274822,225178,10017.708679216687,11500727.233961396,0.024336769925408414,Non-linearity,
909,61,274883,225117,10016.957774498256,11497320.255624108,0.024343981592657125,Non-linearity,
910,78,274961,225039,10015.919659734373,11492549.282625489,0.024354087660162359,Non-linearity,
911,83,275044,224956,10014.976815925762,11488147.7967351,0.024363418509234475,Non-linearity,
912,69,275113,224887,10014.10438827665,11484038.513112359,0.024372136365462465,Non-linearity,
913,45,275158,224842,10013.514308902015,11481291.943797402,0.024377966699035462,Non-linearity,
914,17,275175,224825,10013.236381407447,11480020.547298722,0.024380666525344867,Non-linearity,
915,128,275303,224697,10011.742586268205,11472910.154250436,0.024395776564510488,Non-linearity,
916,26,275329,224671,10011.399913462752,11471356.712878518,0.02439908021982903,Non-linearity,
917,99,275428,224572,10010.12397918719,11465387.311765961,0.024411783488602175,Non-linearity,
